	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	B13	B14	B15	B16	B17	B18	B19	B20	B21	B22	B23	B24	B25	B26	B27	B28	B29	B30	B31	B32	B33	B34	B35	B36	B37	B38	B39	B40	B41	B42	B43	B44	B45	B46	B47	B48	B49	B50	B51	B52	B53	B54	B55	B56	B57	B58	B59	B60	B61	B62	B63	B64	B65	B66	B67	B68	B69	B70	B71	B72	B73	B74	B75	B76	B77	B78	B79	B80	B81	B82	B83	B84	B85	B86	B87	B88	B89	B90	B91	B92	B93	B94	B95	B96	B97	B98	B99	B100	B101	B102	B103	B104	B105	B106	B107	B108	B109	B110	B111	B112	B113	B114	B115	B116	B117	B118	B119	B120	B121	B122	B123	B124	B125	B126	B127	B128	B129	B130	B131	B132	B133	B134	B135	B136	B137	B138	B139	B140	B141	B142	B143	B144	B145	B146	B147	B148	B149	B150	B151	B152	B153	B154	B155	B156	B157	B158	B159	B160	B161	B162	B163	B164	B165	B166	B167	B168	B169	B170	B171	B172	B173	B174	B175	B176
FAM135A	0.984910603	0.809440088	1.040120207	0.899286893	0.75931539	0.816078227	1.080988638	1.084443464	1.061100523	0.706440867	0.41683592	0.067454231	1.392384399	0.123995095	0.803322345	0.978298817	1.052276649	0.797813727	0.667399458	1.065786865	0.572038942	1.312517463	0.746281516	1.061617215	1.01626813	1.631348086	0.820870587	0.132676317	0.743825212	0.484734944	0	0	0	0.686917991	0.851264662	0.243345861	0	0	0	1.748655433	0.727993345	0.643001806	0.592594651	0.479837462	0.346501489	0.748839679	0.905392436	0.999276528	0.585878103	0	0.750354934	1.393882192	0.766504832	0	0.646666407	0.929795645	0.813439395	1.38930071	0.971298067	0	0	0.890142805	0.710126905	0.761594677	0.743294253	0.864215789	1.165151025	0.904434763	2.555765684	1.076713962	1.545220446	1.962253096	1.13367764	1.034541426	0.89676369	0.645451964	1.22465184	1.050244151	1.068170103	0.736144323	0	4.218328502	2.000964368	1.015732483	1.104930568	1.202455307	1.840365206	1.335618858	1.856292142	1.366558106	1.05204289	0.721375151	1.235706352	0.704749795	0.704120485	0.425221154	0.700909053	0.707046394	0.706760557	1.018406828	0.500684655	0.496188517	0.321827586	0.105711819	0.144139455	0.646934702	0.876269549	1.156223776	0.822695742	0.698782391	0.790724325	0	1.148714188	1.063127303	0.626573822	1.119449681	0.698107106	0	0.471520396	0	0.922527675	2.167452595	0.44640841	0.441888176	0.558397307	0	0.595341082	0.906918229	0.913435247	0.819054435	0.926169035	0.991482719	0.858530749	0.573823964	0.242696732	0	0.593328258	0.51749243	0.751251823	1.059642764	0.692048868	0.165877424	0.487318035	0.340296315	0.953192197	1.229606564	1.578187008	0.992235301	1.580272863	1.623918122	0.620069408	0.64109958	3.969135936	2.185686485	0.919299482	0.586851897	0.271986017	1.032229078	0.294148126	1.39834423	0.607144805	0	0.55812396	0	1.094589742	0.912594952	0.736768302	1.543577506	3.328492279	1.874827204	0.970807977	0	1.820600596	1.007544628	1.094597725	0.543852436
FAM13B	0.440464634	0.681727776	0.028961251	0.858229052	0.532357166	1.210303024	1.001005862	0.720797854	0.804978962	0	0.670564121	0	0.481647538	0.784130237	0.88974176	1.157426634	0.929382423	6.464539048	0.985192349	1.259944537	0.510836015	0.941190905	1.048624257	1.411137076	0.198800815	0	1.361309039	1.731834074	0.742229867	1.577514309	0	0	1.652970905	1.678039989	0.690818213	0.395540414	4.18621992	0	2.31357829	0	0.936864014	0.696221608	2.924985298	0.31494524	0.524144114	1.166398901	6.292085065	0.810762487	0	0	2.441867721	6.794025712	0	2.875992365	1.728690558	1.187174522	1.576686123	0.479430213	0.843356095	0	0	1.607174432	1.229694138	1.681382291	0.181726354	1.049116454	1.312935521	1.042556198	1.288333579	1.316800175	0.965953253	1.595785223	1.340476609	0.915304445	1.361767241	1.418676015	0.99078756	1.034069838	0.94435106	1.520465154	1.196847098	1.195968691	1.239680986	1.69757029	1.800204227	0.626634243	1.470036368	0.980221606	1.78415396	1.316129323	2.432482862	3.545638905	0.96928578	0	1.336715291	0.638067259	1.039220426	0.481182816	0.765258829	0.613474652	0.281521844	0.194217642	1.041878667	0	1.411027062	0.919162825	0.785665776	0.803720129	0.734841506	2.033175816	0.748621124	0.403276854	0	1.031217412	0.538364055	0.916649934	0.362650628	0.884412177	7.708049947	0	2.94438294	1.035559463	0.2865666	0.717710967	0	2.322499989	0.33666849	0.473974037	0.482648258	0.483317992	0.712496694	0.389114006	0.397402362	0.779792049	0.264654687	0	1.220525269	0	1.42825574	1.426964684	0	0	0	0	0	1.501095018	0.895086638	1.026614436	1.263785295	1.440842974	1.989923628	1.831294875	0	3.200023005	0.422531671	0.637974024	0.893363107	0.970525992	0	1.247390906	0.936919873	2.080183071	0.904070292	0	0	0	0	0.864092712	1.385462491	0.613081783	0.152806317	0	0	0.292164931	0.335202369	1.980227795
FAM160B1	0.516380916	0.612915971	0	0.555957806	1.302993587	0.80074337	0.952715339	0.738493344	0.642885354	4.144152191	0	0.245560389	1.212137661	0	0.56329873	0.734848113	1.09232486	0.436643091	0.57403068	0.884075039	0.534271683	0.43194396	1.139672755	0.50264569	0.595379149	0	0.806504106	0	0.89277763	1.938462788	2.211498517	0	0	0.672615614	1.701643341	0	0	0	5.552625723	1.364290001	1.14245978	0	0	1.530071905	1.495573703	0.691627657	1.638353055	1.019585703	0	0	0	0	0	0	0	1.918110015	0.247572384	0	0.524814875	0	0	0.498702964	0.548765761	1.077545664	1.220351939	1.187727396	1.076653228	0.321585467	1.229907633	0.800864653	0.912717943	0.660027421	1.976804303	1.163130303	2.34585926	0.542620111	1.13174108	0.532827624	1.024468181	1.059285709	1.759766411	1.64013608	1.861156745	1.874357185	1.581940005	2.653746735	0.730285372	1.118593222	1.19867639	2.125589066	0.296544422	0.436966256	0.993793363	0	0.805097237	1.881211877	0.376737168	2.546771376	1.930246996	0.932426393	1.597394643	1.042814497	1.797034299	0.506834478	0.443347921	0.815227585	1.386537868	1.141467537	0.713202465	0.615385942	0	0.501247084	0	1.790977126	1.451668699	2.174712316	0.536396087	0	0	3.81730062	0	0.804325991	0.745850295	1.756608765	0.387342904	2.628247213	0.668717821	0.766184379	0	0.58447886	1.778494774	1.336485446	0.690241134	1.348761425	2.781383889	0	1.495595265	2.181603258	1.984022957	1.258667097	1.595883121	0	0	0	0	0.562843826	1.190767019	1.394592993	0.917887291	0.28397022	0.35750114	0.497529944	1.404785879	1.463900035	0.950852752	3.130960882	1.078976066	0.587286359	0	0.746332729	1.594851647	1.694056652	1.156259777	0	0	2.550133535	0.498995704	1.037021549	0.955462132	2.027992493	2.201567085	0	1.533962785	0.284031331	0	1.22470518
FAM167B	0.571904936	0.821558143	2.540881691	1.885393139	2.023087547	1.055328555	0.724992103	0.681478215	2.009676991	0	0	3.060498304	1.338484232	0	1.451632134	0.768904044	1.332482827	0.416422205	0.762070272	0.768161079	1.540122427	0.585457317	0.462962515	1.292825053	1.659951779	6.631741646	1.624445075	0	2.054800191	4.385399547	0	0	0	1.560700465	0	2.221948752	0	0	6.460261735	0	2.655661748	0.951091145	2.753666285	0.870775745	0.963910033	1.602033033	0	0	0	0	0	0	0	0	0	1.307426922	1.203119079	0	1.575782002	0	0	0.710529844	0.287006849	1.950671994	0	0	1.220517497	1.279592377	0.994164513	1.019281756	0	1.081392912	0.892225345	0.420712532	1.58123114	0.288498435	0.504056317	0.323500304	0.516993622	1.483742256	1.267157938	1.693615546	0.385176446	1.327529599	6.53015388	2.301028618	0.376228031	1.228831786	0.724200603	0.89376041	0.681849426	1.276004434	0	0	0	0	0	1.03191273	1.15819606	0.887752864	2.680893972	0.623531761	2.225509441	0	0	1.195947021	0.713971528	0.842222819	0	1.087952986	0	3.077015848	2.09489242	0.576420394	0.641079847	0.858847904	0.560378733	2.412784077	3.675297278	0	0	0.152145291	0.779876206	1.923972084	0	0	2.167513949	0.836989995	0	1.321015827	0.48885899	1.309705154	1.08112237	1.112951601	0.712191235	0	0	0	1.369101221	0	0	0	0	0	0	0	1.068353811	0.804851517	4.649131372	0.454382365	0	0.614132357	1.213272941	0	1.009399479	1.737220842	2.431204592	1.30232411	2.682655037	0	0	0	0	0	4.714931585	2.752754953	2.216189197	0.16576906	2.777351568	0	0.420418455	0	0	0	0	0.484335555
FAM169A	2.163559025	1.378637801	1.867221089	0.639609221	0.72008007	0.715888998	0.828995288	0.914235297	1.249175036	1.034549931	1.86850927	0.643176509	0.859270229	2.089140683	0.71238779	0.645681525	0.792950686	0.573305115	1.001282156	0.635448683	0.757591616	0.908567073	0.738986786	0.749564905	0.101194403	1.267504521	0.984718642	0.226775843	0	0	0	0	0	1.748871337	0	0	2.197093516	0	0	1.189462415	0.253287069	0.909711089	1.014845468	1.345733064	0.743844676	0.300777914	0.354341528	0.425565628	0	0	0	1.187019251	1.930903796	0	0.305900004	1.194575735	0.561649586	1.7843467	1.014013207	0.766904245	1.189668679	1.115102004	0.471143351	0.8780298	0.887500086	0.829974216	1.039973504	0.937888256	1.296875125	1.036454156	1.04545686	0.79182309	1.313714156	0.695972479	0.697487217	1.047412617	0.84813429	0.93984185	1.286500743	1.292960768	1.037467848	1.331368548	1.641632446	0.911300777	0.285393112	1.369172912	1.775945019	1.583040167	1.450061504	0.961086803	1.023085523	0.933687298	1.540930131	0	1.320595865	0.574959148	0.905358195	0.614827322	1.203220232	3.339417965	0	0.660092909	0.220318232	0.180259906	0.497358667	0.670994049	0.498454295	0.711010318	0.845715554	0.569300653	0.568173414	0.630151097	0.391281648	2.134706176	1.016222444	0.281713233	0.788734026	0.422146446	0.706818195	0.452101714	2.12174241	1.22990777	0.45276416	0.372265478	0	0	0.703217128	0.67105564	0.596148674	0.467340892	0.335570756	0.839506669	0.414364942	0	0.388595879	0	0.764774384	0.147382593	0.380516702	0.977191061	0	0	0	0	0	1.032338596	0.909188195	0.462554642	1.728682727	0.623339409	0.129105738	0.357218499	0.47211724	0.526610854	0.75997228	0.83406999	0.699115598	0.759798371	0	1.165158219	0.50590547	0.738371232	0	0.818752362	0	1.35038383	0.426349472	0.589224597	2.372008423	0.674923881	0.35464368	0	0	0.762175156	0.864058229	0.656898168
FAM180A	0.462346259	0.54398895	0.296955627	0.923633657	0.835255435	1.452064861	0.992940747	1.458278922	1.966649055	0.519794476	0.993033013	3.502920942	1.803518587	0	0.801367253	0.631856532	0.656808614	0.637243866	1.198758305	0.908987692	0.327887138	0.738557682	0.929931498	0	1.074176262	0	0.980873137	0	0	5.546639921	0	0	0	0	1.211272312	0	0	0	0	2.238040141	1.652604411	2.424700283	1.591713974	1.12532428	0.644694528	2.246222134	0.562901092	1.400104771	0	1.628817739	0	0	1.363759764	2.075540743	2.050826477	1.745989459	0.589947822	4.397526614	3.035860402	0	0	0.629954562	1.043863489	1.050193507	0	5.163747379	1.248977032	0.256324054	0.516621549	0.324628848	0	2.19710705	0.867686693	0.514050524	0.276268817	0.480377208	1.039784495	2.519798372	0.607985821	0.950288567	0.806793151	1.819389277	1.296396265	1.011053559	1.27607797	1.171962953	0.915462436	0.712776461	1.136747762	1.895913452	0.395709884	2.44137642	1.553644808	0	0.434574619	0.753746497	1.52030155	1.101718611	1.526041466	1.089526699	3.798012007	1.610836247	0.882073826	0.580179191	0	0.26388121	1.079956011	1.241083396	0	1.218388128	0	0.724316692	1.060514888	1.572838173	0.29604816	0.205751772	1.776301313	1.549103308	0	0	0	1.050470572	0	0	0.562577113	0	0.75093113	1.010338418	0.418904837	0.852656412	0.508099244	0.631931298	1.17733869	1.181207141	2.030979259	0	1.728843823	0.57986573	0.241692779	0	2.268851223	0.962191496	0	0	0	0	1.380195377	0.798040828	1.3127686	1.810903408	0.453863023	1.267989402	1.906517441	0	0.848123328	1.543163658	0.831763287	0	0	0	1.183186976	0	0	0	0	0.973759755	0.774445122	1.138823492	2.11696478	0	1.368637242	0	2.850007368	1.254681607	1.24578603	1.098571684
FAM193B	0.509839719	0.951885971	1.845548561	0.831928574	0.941487922	0.927326883	0.558403435	0.385242127	0.616661867	0.871118041	0	0.844679294	1.09596981	0	1.910402868	0.895503355	1.811047517	0.926908783	0.769429139	0.710629035	0.863475118	0.912815069	1.077637852	1.88379592	0.736792586	0.898609358	1.395589779	1.565189373	0	0.90822333	0	0	0	1.527306891	0	0.915904304	2.413854438	0	0	0.628739882	0.54099012	0.599219876	0.579126626	1.105133365	0.409059893	0.548615814	1.066664592	0.930301782	0.546435562	1.07969806	0	1.312876313	0.42609025	0.779427031	0.305121406	0.97223273	0.592321897	0.217090387	0.702183565	0.068412601	3.074591884	0.497183947	0.887587941	0.926048153	0.681032917	0.472857576	1.168909181	0.581853063	0.822695149	0.485148674	0.684957685	1.102652053	0.410539787	0.412790274	0.499018051	0.531383352	0.812655677	1.145810499	1.376978629	1.091257341	1.266177341	0.918543643	1.907520825	1.012844582	0.77863971	1.018918771	0.923809678	0.900366067	1.111736106	0.574018766	0.89894797	0.710722943	2.421899456	0	0.904099374	1.163522181	1.090784392	0.592083324	1.68936695	0.915797826	3.623791053	0.175146047	1.096761486	0.588352589	0.27812693	1.338218064	1.592467473	0.631262662	0.70648985	0.181896838	0	0.233453384	0	0.30797145	1.115670576	1.184927344	0.303748798	0.524281276	1.645569283	0	1.129210803	0.702491835	0.334542046	0.41373061	0.23429449	0	0.867570695	0.738780665	1.2308773	1.078553805	0.441944163	1.934386883	1.527476354	0.541807013	0.770328691	0	0	0	1.419130456	0.920970065	6.543297593	0.331757771	0	0.703867703	1.956825712	0.546324885	0.886395041	0.49288172	0.35606483	0.619014501	0.452312965	0.802726608	1.125303	0.919224011	0.980914481	0.874520419	7.973499404	0.73536645	0.589808532	0.934893022	0.189914444	0.408115099	0.551117371	0.453214663	1.039371671	0	1.220749631	0.691633296	1.419095011	2.026078176	0.984353755	0	0.345321175	0.954642794	0.237115539	2.415590395
FAM20B	0.818120732	1.171040675	0.074492708	1.188030658	0.793919448	1.324689497	0.431643576	1.270461251	1.113130203	0	0	0	0	8.751452969	0.752514097	0.988769997	1.216594846	1.902129649	4.354018106	0	1.863074608	1.26396455	1.094804496	0	1.074849049	0	0.796656162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.724069526	0	0	0	8.70401171	0	0	13.15671631	0	7.953562131	0	0	0	0	0	0	0	0	1.91254412	2.36007237	0.379847126	0	0	0.769205279	0	0.742173784	0.38064749	0	0	0.416010174	1.025691396	0.853808519	0.284661524	1.21547838	0.590341095	0.915502126	0	0.558044707	0	4.291702652	0	0	0	1.535443933	0.808633757	0.954512218	1.412808832	1.484880278	0	0	0	0	0	1.480048391	0.648272399	1.750561519	0.950685754	0.878934268	0	1.856529396	0	0	0	2.589824359	1.015208795	0	0	0	0	0	1.122935815	1.245573465	0.139986108	0.963311449	4.806338733	0	0	10.96713202	0.622820539	0	0	0	0	0.458973778	0	2.760561022	2.813921324	3.054933812	0	2.860012287	0.800683097	5.156556016	0	6.603829438	0	1.495081873	0	0	0	0	0	0	2.779538508	1.424101446	0.262250716	0.968107004	0	1.342549182	0	0	0	1.34983914	0	0	0	0	1.693795919	5.228320783	0	0	0	0	0	2.292115728	0.338813549	0	3.416217773	0	8.436581736	0	1.524512138	3.294400062	2.381908891
FAM3C	0.528238906	0.397112625	0.002924731	1.019321589	1.661290405	0.913307326	1.69466027	0.66466734	1.79045169	0	0	3.710747646	0	0	0	0.924291844	1.211336681	0	1.279509791	0	0	0.779597615	1.164592854	0	1.343145287	0	0	0	0	0	0	0	0	0	4.634917201	14.31769242	0	0	0	0	0	0	0	0	1.166421649	0	0	0	6.377341486	0	0	0	4.892767894	0	0	0	0	0	0	0	0	1.23686017	0.748972748	0	0	0	1.285033946	0.612824146	1.560425752	0.48242437	0	0	1.037169684	0	0	0.709342752	0.171698438	0.280060496	0.912924663	0	2.779726435	0.757916398	1.599334471	5.073887258	0	1.808985508	1.149595188	1.587856952	1.522539766	1.285369936	2.422605816	4.666243899	1.921491066	0	0	0	3.703416211	0.800447927	1.107571085	0.155361013	1.419724005	0	1.502673197	25.29555159	3.116797214	0	0.426996636	0.370393972	0	0	5.224852103	0	0	0	0	0	0	0	0	4.684255244	0	2.367905909	0	0	0	0	1.120622042	0	0	0	0	0	1.326607286	1.03261858	0	0	0	0	0	0	0	0	0	0	0	0	0.778205832	0.698954214	0	1.090830441	0	0	2.904674564	0	2.574802902	0	0	0	0	1.976279672	0	4.447846057	0	0	0	0	0	0.320681759	11.97032588	8.638307947	1.173306357	0	0	0	0	4.307506413
FAM63A	0.566946388	0.571575374	0.701322423	0.741565143	0.813862684	0.713574844	0.667658759	0.636282981	0.737946275	0.6782365	0	0.300314714	0.905416698	2.24742119	1.113807186	0.714360839	1.329623588	1.185733922	0.84418746	1.488655575	0.544303948	0.889490778	0.888858596	0.801702992	0.676793268	0	0.384447184	1.447797854	0.48508301	0	0	0	1.081280073	0.365506299	0.452065037	0.521265183	0	2.352920422	3.078877195	2.265163594	0.933836036	0.923541398	0	2.522590405	1.030066516	1.29661487	0.846463526	2.653134973	0.620772515	0	0	0	1.792682258	0	1.798471542	0.783253285	1.534027284	0.23811619	0.242603217	1.067783484	0	0.879686642	1.190240906	0.996460086	0.653501362	1.119064516	1.425247355	1.289029902	0.361533989	1.00871755	0.244950345	0.525326538	1.777682888	1.616860292	1.064792861	1.345151587	1.152897136	1.130243623	0.566070655	1.493706037	1.089975539	0.756112182	1.262833914	0.616489507	0.799102855	0.836054162	1.110676852	0.54511185	0.418427652	0.606389769	0.79050778	0.625178628	0.191504151	0	1.059765056	0.747924591	1.858724722	2.950048646	1.58005086	1.248105704	0.445765217	0.740410942	2.975939744	1.124206706	16.81125631	0.767058448	1.168315883	0.354964718	1.460077032	0.754496555	0.745259754	1.078536066	0.97113653	0.451267174	0.29552556	0.754302973	0.295892707	0	0	0	1.287894521	0.65818654	0.381334476	0	0.409213618	2.99363147	1.2210604	0.884716437	0.959596756	1.033274745	1.822449705	1.680334546	1.570659709	0.68639165	2.83147315	2.130097549	0.805545034	0.815022723	0.463762008	3.630332848	1.132165505	0	0	13.58309419	0	1.240178316	1.071071328	0.522266039	0.836509794	0.340175754	1.064120352	1.787179921	0.25074449	0	1.338676617	0.649055183	1.451052747	0.982665367	0.735751336	2.155675936	0.823739762	0.46135938	0.595057848	1.540217968	1.164134852	0	0.96960429	0.730121665	1.723437529	0.70331694	0.349079651	0.61187142	0.317768978	0.770934577	0	0.460319113
FAM69A	1.451597828	1.712232045	0.01075119	0.838753223	0.674545384	0	0.73467649	2.076843116	0	0	0	0	0.822541561	0	0.479588529	0.959890272	0.917402491	0	0	0	0	0.811384704	1.244649406	0	0	0	0	0	0	0	0	0	11.74194286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.083775356	0	0.719175329	0	0	0	0	1.074758941	1.168122939	1.713924412	0	0	0	0.921789304	0.31367149	1.47368196	0	2.745028541	0.536581214	0	0	0.368460151	0	0.576994858	0.86210307	4.378215289	2.911280017	0	1.428235651	4.078755609	0	0	2.482365795	1.039314356	1.888011388	1.791657593	0	0	4.196311398	0	5.073637331	0	0	0.419605032	0.259925777	0.160780031	0	0	0.802414564	0	0	1.676742056	0.45673057	0	0.876899933	1.127674734	0	0	0	0	1.109050828	0	0	0	0	5.162570572	0	0.79929291	0	10.15313138	4.498372461	0	1.194229224	1.088332592	0	0	0	1.11090886	1.396780106	1.084300485	0	10.65409188	0	0	1.760093794	0	0	0	0	0	21.50317626	47.36137659	4.908663693	0.426693955	0	0	1.755479037	0	0	0	0.991849379	0	0	0	0	0	0	0	0	0	0	0	0	0.433939258	0	0	0	0	0	0	0	5.468753969
FAM81A	0.717662456	0.430674095	0.957262135	0.760276982	1.282814111	1.394040908	1.796524794	1.341358356	1.176335794	0.915108379	0	0	0.631321267	0	1.341191051	0.355776739	0.389011237	0.888101937	0.30273029	2.160752802	2.704811816	0.710930859	0.452858716	1.638643654	0	0	0.767376478	0	0	0	0	0	0	7.644146963	0	0	0	0	0	0	0	2.80316194	2.516274216	0	0.457145038	0.494010933	0	0	0	0	0	0	0	0	0	0	1.513825342	3.742982595	8.648110071	0	6.900121259	0.752747496	1.560599367	0.765753094	0	0	0.382350042	1.978070316	1.743946376	1.902224301	0.665717783	1.489697972	1.042071908	2.136760597	2.428304944	2.972057395	0.914151912	0.812770259	1.263574296	0.225163166	0.267615332	0.847784583	0.531276553	0.294513405	0	0	0.748406881	1.442962914	0.706197371	0.815651505	0.394101116	0.834551919	0	0	0.575458032	0	1.507365175	0.309922797	0.355562402	0.896709347	0	0.508097617	1.194939044	0	0	0.614402173	0.341780883	1.252652988	16.62135172	1.265139924	0	0	0	1.031447094	0.86696088	0.322134962	1.38023649	0	15.33011089	0	0	0.451610211	0	0	0	0	0.223084219	0.612968269	0	0.635300076	1.444734333	0.208924635	0.525220138	0	0	0	0	0	0.327751201	0	0	0	0	0	0	2.715066979	1.751262699	0.911279601	1.918277601	1.786333171	2.021846976	2.430667757	1.170909034	0	0.664811367	0	0	0	0	0.823077594	0	0	0	0	0	0	0	0	0.893033685	0	0	0	0	2.08652516	0.937055536	1.022263253
FAP	0.555367615	0.856422376	0	0.606941573	0.92357653	0.820803986	0.946602486	0.769241402	1.4456527	0.571262994	2.739635437	0.783892547	0.515801101	2.565456253	1.019803639	0.918568013	0.623696282	0.537688879	0.646489518	2.252361481	1.219587628	0.741852774	1.172115518	1.2605263	0.700469206	0	2.994408238	0.905889796	0	0	0	5.87300131	0	0.584292668	0.723335569	0.414713985	0	0	0	1.193873236	0.49048147	0.362342827	2.021838891	0	1.109831884	0.794086368	0.336808657	0	0	0	0	0	0.762336083	0	0	0.246659258	1.566166125	2.335219753	1.009876901	0	2.440068673	0.857306348	0.58347583	0.680802862	1.117512021	0.660826377	0.61258008	1.33737937	1.265111279	2.115128541	4.830932785	1.08501072	0.888341439	1.310524742	0.814855418	1.704162589	0.774617225	0.686781741	0.83183538	1.214858617	0.974271035	1.09139922	0.583926075	0.712271378	1.596052459	1.082331204	0.952406285	1.039415312	2.800316162	2.755409205	0.28546122	0.425078144	2.287555968	0.603092424	1.264195625	1.361444881	0.927045384	0.860989975	0.327813735	0.944125557	1.500368559	0.768929247	1.00835327	0.715802586	0.487121928	0.147052838	1.4856502	1.031767817	0.445486008	0.865350668	0.388500917	3.522521798	0.744415962	2.098976044	0.762383088	0.988458024	1.460648511	3.174114993	0	0	0.615581886	1.832989855	0	1.51057609	0.33068273	0	1.186738107	1.986044745	0.502411433	0.510782799	1.146046413	1.26641917	1.18806589	1.37543964	0.902978182	0	0	2.249303776	0.831494301	0	1.550082205	0.573263161	0	0	0	1.782656246	0.894599577	1.209821059	1.928595298	1.454524648	1.006867343	1.471485374	0	1.175974602	1.713450627	0.36903454	1.844850737	0.507046412	1.035341171	0	0.992947804	0	0	12.2032296	0	0.542598699	1.296985063	0.864373753	0.687511299	1.492542146	0.437026229	1.272707342	0	2.01780601	0	2.472581003
FASTKD2	1.155344541	1.127488266	1.752500331	0.815267159	1.331983356	0.87804825	0.891697818	0.797240242	0.865890322	1.174718862	0	1.36598989	1.088200032	0	1.029997589	0.646848502	1.063334359	0.519539121	1.211220354	1.813832328	0.860680529	1.271105159	0.777214381	0.410342432	0.822132828	1.520989734	1.629472564	1.019338785	0.366754478	1.168187352	0	1.382713188	2.23595962	1.19718479	0.762836389	0.401731092	0	0.844513929	1.828424735	2.899661018	0.582440452	0.259544272	1.524115847	1.319193821	0.699265071	1.475871066	0.240987287	0.198690503	0	0	0.912155677	1.136162552	2.087433015	1.043222638	2.218944462	2.249104598	1.362826306	0.069118398	1.073464334	0.844226129	1.195000296	0.728605903	1.480242289	0.877432649	0.421519264	1.187980247	1.247153531	1.737786916	1.100586931	1.255472221	1.555072351	0.557103202	1.436926808	1.301575642	1.142447639	0.908583257	0.899167062	0.763640837	1.135083757	0.809552653	1.45569662	0.923262898	0.906265275	0.944003016	1.754134065	1.484447507	0.836419879	0.624501843	0.780390181	1.087926621	1.714031855	0.522100247	1.088712393	1.546540531	0.711117244	1.326295497	1.284614627	0.854333067	0.65474129	1.493726468	0.77556362	1.64945696	0.803889227	0.370826802	0.313064151	1.057016672	0.8250973	0.644088791	0.757531448	0.606908098	0.320676482	0.550628586	0.934720456	1.818747597	0.848401021	0.709579784	0.854908645	0.367240456	0	0	1.307707204	1.172279873	0.239446358	0.652358559	0.568270163	1.104565077	0.919826801	1.780020218	0.909798826	0.62652222	0.844766331	1.36709406	0.809728848	0.243175449	0.895695571	0.207631531	1.618565028	1.43827303	1.584516767	0.801247044	1.045769855	0	0	0	0	0.962839235	0.886043023	1.238884809	1.955731698	0.587258884	0.556213308	0.67888626	0.324796879	0.371997775	0.615864254	0.604734103	0.883399724	0.603875239	0.747260051	1.452003202	0.391550762	0.696152392	1.127749725	0.773398663	0	0.781398768	0.24842261	1.149515463	0.788691161	1.535947315	1.419495944	0	1.437337721	1.041596724	1.539169186	0.059715624
